,name,console,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
3650,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03
3651,UFC Undisputed 3,PS3,2012.0,Action-Adventure,THQ,0.55,0.32,0.03,0.13,1.03
3652,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action-Adventure,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03
3653,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03
3654,Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03
3655,Guinness World Records: The Videogame,Wii,2008.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03
3656,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03
3657,Donkey Kong Land III,GB,Unknown,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03
3658,Bomberman,NES,1985.0,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03
3659,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action-Adventure,Nintendo,0.56,0.3,0.08,0.09,1.03
3660,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action-Adventure,Activision,0.44,0.42,0.0,0.17,1.03
3661,Tomb Raider,PC,1996.0,Action-Adventure,Eidos Interactive,0.96,0.07,0.0,0.0,1.03
3662,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
3663,MySims Agents,Wii,2009.0,Action-Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03
3664,Junior Brain Trainer,DS,2008.0,Other,GSP,0.23,0.71,0.0,0.09,1.03
3665,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02
3666,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
3667,ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.67,0.26,0.0,0.09,1.02
3668,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02
3669,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02
3670,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02
3671,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02
3672,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02
3673,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02
3674,Final Fight 2,SNES,1993.0,Action-Adventure,Capcom,0.39,0.12,0.49,0.02,1.02
3675,The Lost World: Jurassic Park,PS,1997.0,Action-Adventure,Electronic Arts,0.57,0.39,0.0,0.07,1.02
3676,Disney Universe,Wii,2011.0,Action-Adventure,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02
3677,Dance on Broadway,Wii,2010.0,Other,Ubisoft,0.25,0.65,0.0,0.12,1.02
3678,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action-Adventure,Activision,0.62,0.31,0.0,0.09,1.02
3679,Petz: Catz 2,DS,2007.0,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02
3680,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
3681,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02
3682,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02
3683,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02
3684,Rock Band 2,Wii,2008.0,Other,MTV Games,0.93,0.01,0.0,0.08,1.02
3685,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action-Adventure,Electronic Arts,0.5,0.39,0.0,0.13,1.02
3686,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02
3687,Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01
3688,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01
3689,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01
3690,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Action-Adventure,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.01
3691,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01
3692,The Simpsons Game,Wii,2007.0,Action-Adventure,Electronic Arts,0.45,0.46,0.0,0.11,1.01
3693,NBA Jam Tournament Edition,SNES,1995.0,Sports,Acclaim Entertainment,0.87,0.12,0.0,0.02,1.01
3694,Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,0.0,0.93,0.0,0.08,1.01
3695,Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01
3696,Ninja Gaiden II,X360,2008.0,Action-Adventure,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
3697,Assassin's Creed: Rogue,X360,2014.0,Action-Adventure,Ubisoft,0.58,0.34,0.0,0.09,1.01
3698,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01
3699,Oshare Majo Love and Berry: DS Collection,DS,2006.0,Other,Sega,0.0,0.0,1.01,0.0,1.01
3700,Prince of Persia,X360,2008.0,Action-Adventure,Ubisoft,0.54,0.34,0.02,0.1,1.01
3701,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01
3702,ZombiU,WiiU,2012.0,Action-Adventure,Ubisoft,0.52,0.36,0.05,0.08,1.01
3703,Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01
3704,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0
3705,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.0
3706,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0
3707,God of War: Ghost of Sparta,PSP,2010.0,Action-Adventure,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0
3708,Dead or Alive 2,PS2,2000.0,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0
3709,1942,NES,1985.0,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0
3710,Game & Watch Gallery,GB,1997.0,Other,Nintendo,0.63,0.25,0.09,0.03,1.0
3711,Excitebike 64,N64,2000.0,Racing,Nintendo,0.65,0.15,0.19,0.01,1.0
3712,NES Open Tournament Golf,NES,1991.0,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0
3713,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004.0,Other,Sammy Corporation,0.0,0.0,1.0,0.0,1.0
3714,SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0
3715,PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0
3716,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006.0,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0,1.0
3717,Road & Track Presents: The Need for Speed,PS,1995.0,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0
3718,NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0
3719,NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0
3720,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action-Adventure,Tecmo Koei,0.13,0.1,0.74,0.03,1.0
3721,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0
3722,Jampack Winter 2000,PS,2000.0,Other,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0
3723,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99
3724,Just Dance 2014,X360,2013.0,Other,Ubisoft,0.72,0.17,0.0,0.1,0.99
3725,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99
3726,The Simpsons: Hit & Run,GC,2003.0,Racing,Vivendi Games,0.77,0.2,0.0,0.03,0.99
3727,UFC Undisputed 3,X360,2012.0,Action-Adventure,THQ,0.72,0.2,0.0,0.08,0.99
3728,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99
3729,Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99
3730,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99
3731,The Bouncer,PS2,2000.0,Action-Adventure,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
3732,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99
3733,Guitar Hero: Aerosmith,PS3,2008.0,Other,Activision,0.73,0.15,0.0,0.11,0.99
3734,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99
3735,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99
3736,Apollo Justice: Ace Attorney,DS,2007.0,Action-Adventure,Capcom,0.28,0.04,0.64,0.03,0.99
3737,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99
3738,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99
3739,Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.29,0.0,0.09,0.99
3740,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.78,0.0,0.04,0.99
3741,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98
3742,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
3743,Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.58,0.31,0.0,0.1,0.98
3744,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98
3745,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98
3746,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98
3747,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98
3748,Mario Party Advance,GBA,2005.0,Other,Nintendo,0.5,0.19,0.28,0.02,0.98
3749,Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
3750,Zoo Tycoon DS,DS,2005.0,Other,THQ,0.86,0.03,0.01,0.08,0.98
3751,NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01,0.98
3752,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.98
3753,Air-Sea Battle,2600,Unknown,Shooter,Atari,0.91,0.06,0.0,0.01,0.98
3754,Dead Space 3,X360,2013.0,Action-Adventure,Electronic Arts,0.64,0.26,0.0,0.08,0.98
3755,Suikoden III,PS2,Unknown,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
3756,Rocksmith 2014,PS3,2013.0,Other,Ubisoft,0.53,0.24,0.05,0.16,0.98
3757,Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action-Adventure,Ubisoft,0.57,0.32,0.01,0.08,0.98
3758,Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98
3759,NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97
3760,NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97
3761,Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.85,0.02,0.0,0.1,0.97
3762,Grand Theft Auto: San Andreas,PC,2005.0,Action-Adventure,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97
3763,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97
3764,Fire Emblem,GBA,2003.0,Other,Nintendo,0.49,0.18,0.29,0.01,0.97
3765,Brutal Legend,X360,2009.0,Action-Adventure,Electronic Arts,0.62,0.26,0.0,0.09,0.97
3766,Disney Infinity,PS3,2013.0,Action-Adventure,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97
3767,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97
3768,NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97
3769,Grand Theft Auto: Vice City Stories,PS2,2007.0,Action-Adventure,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
3770,Disney Tangled,DS,2010.0,Action-Adventure,Disney Interactive Studios,0.53,0.35,0.0,0.09,0.97
3771,Wheel of Fortune,Wii,2010.0,Other,THQ,0.86,0.04,0.0,0.06,0.97
3772,FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97
3773,Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97
3774,Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97
3775,Band Hero,Wii,2009.0,Other,Activision,0.59,0.29,0.0,0.09,0.97
3776,Romancing SaGa,SNES,1992.0,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97
3777,Skylanders: Spyro's Adventure,X360,2011.0,Action-Adventure,Activision,0.53,0.34,0.0,0.1,0.97
3778,Donkey Kong Junior,2600,1981.0,Platform,Atari,0.9,0.05,0.0,0.01,0.97
3779,LEGO Harry Potter: Years 5-7,X360,Unknown,Action-Adventure,Warner Bros. Interactive Entertainment,0.51,0.37,0.0,0.09,0.97
3780,LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action-Adventure,LucasArts,0.75,0.19,0.0,0.03,0.97
3781,Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97
3782,Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
3783,Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96
3784,Evolve,PS4,2015.0,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96
3785,Dead Space 3,PS3,2013.0,Action-Adventure,Electronic Arts,0.44,0.36,0.0,0.16,0.96
3786,Dragon Quest X,Wii,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
3787,Jampack Summer '99,PS,1999.0,Other,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96
3788,Dance Dance Revolution 2nd ReMIX,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96
3789,Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02,0.96
3790,Star Soldier,NES,1986.0,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
3791,NHL 2001,PS2,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96
3792,Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96
3793,Guitar Hero: Warriors of Rock,Wii,2010.0,Other,Activision,0.47,0.4,0.0,0.09,0.96
3794,de Blob,Wii,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,0.96
3795,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012.0,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
3796,Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96
3797,Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96
3798,The Witcher 2: Assassins of Kings,PC,2011.0,Action-Adventure,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96
3799,Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96
3800,ESPN NBA 2K5,XB,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95
3801,Gangs of London,PSP,2006.0,Action-Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95
3802,Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95
3803,PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95
3804,Wheel of Fortune,PS2,Unknown,Other,Unknown,0.47,0.36,0.0,0.12,0.95
3805,World Championship Poker,PS2,2004.0,Other,Play It,0.8,0.03,0.0,0.13,0.95
3806,My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95
3807,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action-Adventure,Ubisoft,0.36,0.45,0.0,0.14,0.95
3808,Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,0.95
3809,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,0.95
3810,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action-Adventure,Disney Interactive Studios,0.46,0.33,0.0,0.16,0.95
3811,PlayStation All-Stars Battle Royale,PS3,2012.0,Action-Adventure,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95
3812,Scooby-Doo! First Frights,Wii,2009.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.84,0.04,0.0,0.07,0.95
3813,Epic Mickey 2: The Power of Two,Wii,2012.0,Action-Adventure,Disney Interactive Studios,0.67,0.21,0.0,0.07,0.95
3814,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006.0,Action-Adventure,Capcom,0.39,0.0,0.53,0.03,0.95
3815,Pro Evolution Soccer 2014,PS3,2013.0,Action-Adventure,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95
3816,Yakuza 4,PS3,Unknown,Action-Adventure,Sega,0.15,0.13,0.63,0.05,0.95
3817,Wild ARMs,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
3818,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95
3819,Kessen,PS2,2000.0,Other,Electronic Arts,0.27,0.21,0.41,0.07,0.95
3820,Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95
3821,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003.0,Other,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95
3822,NCAA Football 2000,PS,1999.0,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95
3823,Ben 10: Alien Force,DS,2008.0,Action-Adventure,Koch Media,0.65,0.22,0.0,0.09,0.95
3824,Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95
3825,Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.0,0.16,0.95
3826,Just Dance 2016,Wii,2015.0,Other,Ubisoft,0.41,0.46,0.0,0.08,0.95
3827,Skylanders: Trap Team,Wii,2014.0,Action-Adventure,Activision,0.41,0.46,0.0,0.08,0.95
3828,Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95
3829,LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action-Adventure,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95
3830,NBA 2K16,X360,2015.0,Sports,Take-Two Interactive,0.79,0.05,0.0,0.1,0.94
3831,Killzone,PS2,2004.0,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94
3832,Colin McRae Rally 04,PS2,2003.0,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
3833,Club Penguin: Game Day!,Wii,2010.0,Sports,Disney Interactive Studios,0.54,0.32,0.0,0.08,0.94
3834,The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94
3835,Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94
3836,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996.0,Other,GT Interactive,0.52,0.36,0.0,0.06,0.94
3837,Castlevania: Lament of Innocence,PS2,2003.0,Action-Adventure,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94
3838,Rocksmith 2014,X360,2013.0,Other,Ubisoft,0.69,0.16,0.0,0.09,0.94
3839,Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action-Adventure,Ubisoft,0.34,0.39,0.06,0.15,0.94
3840,Destroy All Humans!,PS2,2005.0,Shooter,THQ,0.78,0.03,0.0,0.13,0.94
3841,Skylanders: Spyro's Adventure,PS3,2011.0,Action-Adventure,Activision,0.39,0.39,0.0,0.16,0.94
3842,MVP Baseball 2005,XB,2005.0,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94
3843,SaGa Frontier 2,PS,1999.0,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
3844,Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
3845,WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,0.94
3846,NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94
3847,Brutal Legend,PS3,2009.0,Action-Adventure,Electronic Arts,0.54,0.27,0.0,0.13,0.94
3848,Tony Hawk: RIDE,Wii,2009.0,Sports,Activision,0.69,0.17,0.0,0.08,0.94
3849,MLB 2000,PS,1999.0,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94
3850,Bully,PS2,2006.0,Action-Adventure,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
3851,Rise of the Tomb Raider,PS4,2016.0,Action-Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94
3852,Prince of Persia: The Sands of Time,XB,2003.0,Action-Adventure,Ubisoft,0.57,0.33,0.0,0.04,0.94
3853,Hot Shots Golf Fore!,PS2,2003.0,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.94
3854,MLB 06: The Show,PS2,2006.0,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94
3855,NHL 2003,PS2,2002.0,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93
3856,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93
3857,EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93
3858,The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,0.93
3859,Bentley's Hackpack,GBA,2005.0,Other,Unknown,0.67,0.25,0.0,0.02,0.93
3860,Tony Hawk's Pro Skater 4,XB,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,0.93
3861,Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93
3862,White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
3863,SingStar Abba,PS3,2008.0,Other,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93
3864,Crash City Mayhem,GBA,2004.0,Racing,THQ,0.67,0.25,0.0,0.02,0.93
3865,Spider-Man,2600,1981.0,Action-Adventure,Parker Bros.,0.87,0.05,0.0,0.01,0.93
3866,Kirby: Planet Robobot,3DS,2016.0,Action-Adventure,Nintendo,0.28,0.14,0.47,0.04,0.93
3867,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999.0,Platform,Activision,0.71,0.2,0.0,0.01,0.93
3868,Castlevania II: Simon's Quest,NES,1987.0,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0.0,0.93
3869,Mega Man 4,NES,1991.0,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
3870,Guitar Hero: Metallica,Wii,2009.0,Other,Activision,0.4,0.43,0.0,0.1,0.93
3871,Teenage Mutant Ninja Turtles,GBA,2003.0,Action-Adventure,Unknown,0.67,0.25,0.0,0.02,0.93
3872,Bayonetta,X360,2009.0,Action-Adventure,Sega,0.51,0.25,0.09,0.08,0.93
3873,MLB 07: The Show,PS2,2007.0,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93
3874,Cars,GC,2006.0,Racing,THQ,0.72,0.19,0.0,0.03,0.93
3875,Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,0.93
3876,Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93
3877,Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
3878,Inazuma Eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93
3879,Lego Batman 3: Beyond Gotham,PS4,2014.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93
3880,Wipeout: In The Zone,X360,2011.0,Other,Activision,0.87,0.0,0.0,0.06,0.93
3881,SnoCross Championship Racing,PS,1999.0,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93
3882,Brothers in Arms: Hell's Highway,PS3,2008.0,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93
3883,The LEGO Movie Videogame,PS3,2014.0,Action-Adventure,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93
3884,Assassin's Creed III,PC,2012.0,Action-Adventure,Ubisoft,0.28,0.53,0.0,0.12,0.93
3885,Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,0.93
3886,Teenage Mutant Ninja Turtles,PS2,2003.0,Action-Adventure,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92
3887,Disney Magical World,3DS,2013.0,Action-Adventure,Nintendo,0.17,0.2,0.53,0.03,0.92
3888,Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,0.45,0.35,0.0,0.12,0.92
3889,NCAA Football 11,X360,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92
3890,007: The World is not Enough,PS,2000.0,Action-Adventure,Electronic Arts,0.51,0.35,0.0,0.06,0.92
3891,Cars,Wii,2006.0,Racing,THQ,0.83,0.03,0.0,0.07,0.92
3892,Monster High: Ghoul Spirit,DS,2011.0,Other,THQ,0.69,0.16,0.0,0.07,0.92
3893,Phoenix Wright: Ace Attorney,DS,2005.0,Action-Adventure,Capcom,0.44,0.05,0.39,0.05,0.92
3894,MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92
